iter	Passed	Remaining
1659	96421	135919
1660	96475	135855
1661	96537	135803
1662	96586	135732
1663	96640	135668
1664	96701	135613
1665	96759	135556
1666	96823	135506
1667	96873	135437
1668	96936	135385
1669	96991	135323
1670	97048	135263
1671	97097	135193
1672	97158	135139
1673	97224	135092
1674	97272	135020
1675	97337	134971
1676	97393	134910
1677	97448	134847
1678	97501	134782
1679	97559	134725
1680	97624	134676
1681	97684	134621
1682	97748	134570
1683	97805	134511
1684	97867	134459
1685	97926	134402
1686	97980	134337
1687	98033	134272
1688	98092	134216
1689	98151	134160
1690	98210	134103
1691	98269	134045
1692	98324	133984
1693	98380	133923
1694	98435	133860
1695	98497	133807
1696	98554	133748
1697	98612	133690
1698	98672	133634
1699	98720	133562
1700	98780	133507
1701	98832	133440
1702	98889	133381
1703	98964	133345
1704	99031	133300
1705	99086	133238
1706	99139	133173
1707	99200	133119
1708	99261	133064
1709	99320	133008
1710	99374	132944
1711	99431	132884
1712	99490	132828
1713	99545	132765
1714	99604	132709
1715	99670	132661
1716	99724	132598
1717	99776	132531
1718	99837	132477
1719	99893	132417
1720	99961	132372
1721	100022	132317
1722	100077	132256
1723	100134	132196
1724	100189	132134
1725	100242	132069
1726	100302	132013
1727	100362	131958
1728	100423	131904
1729	100486	131852
1730	100532	131778
1731	100584	131711
1732	100636	131646
1733	100695	131589
1734	100751	131528
1735	100813	131476
1736	100867	131412
1737	100920	131347
1738	100984	131297
1739	101034	131228
1740	101089	131167
1741	101149	131111
1742	101206	131051
1743	101266	130995
1744	101323	130936
1745	101377	130872
1746	101429	130806
1747	101488	130750
1748	101545	130690
1749	101604	130634
1750	101654	130565
1751	101716	130512
1752	101784	130467
1753	101842	130408
1754	101900	130351
1755	101957	130292
1756	102014	130232
1757	102064	130164
1758	102126	130110
1759	102179	130046
1760	102239	129990
1761	102292	129927
1762	102349	129867
1763	102406	129807
1764	102462	129747
1765	102516	129684
1766	102575	129626
1767	102640	129578
1768	102703	129525
1769	102760	129467
1770	102813	129402
1771	102865	129337
1772	102923	129278
1773	102981	129220
1774	103041	129165
1775	103104	129112
1776	103163	129055
1777	103215	128989
1778	103280	128941
1779	103330	128872
1780	103395	128823
1781	103454	128766
1782	103511	128707
1783	103562	128640
1784	103623	128586
1785	103681	128528
1786	103741	128471
1787	103809	128426
1788	103863	128363
1789	103931	128317
1790	103991	128262
1791	104052	128207
1792	104109	128148
1793	104169	128092
1794	104227	128034
1795	104278	127967
1796	104344	127919
1797	104403	127861
1798	104463	127807
1799	104517	127743
1800	104575	127685
1801	104641	127637
1802	104698	127577
1803	104761	127525
1804	104823	127472
1805	104880	127412
1806	104940	127357
1807	104993	127292
1808	105057	127242
1809	105107	127173
1810	105170	127121
1811	105234	127071
1812	105293	127013
1813	105345	126948
1814	105394	126879
1815	105449	126818
1816	105505	126757
1817	105564	126700
1818	105630	126652
1819	105690	126596
1820	105752	126542
1821	105807	126480
1822	105864	126421
1823	105921	126363
1824	105996	126324
1825	106051	126262
1826	106102	126196
1827	106157	126134
1828	106215	126076
1829	106279	126025
1830	106335	125964
1831	106394	125908
1832	106459	125857
1833	106510	125791
1834	106570	125736
1835	106632	125681
1836	106705	125642
1837	106770	125591
1838	106823	125527
1839	106884	125473
1840	106933	125404
1841	106996	125351
1842	107047	125285
1843	107103	125225
1844	107153	125157
1845	107214	125103
1846	107273	125045
1847	107323	124978
1848	107369	124906
1849	107425	124845
1850	107492	124797
1851	107548	124738
1852	107601	124673
1853	107663	124619
1854	107730	124572
1855	107798	124525
1856	107850	124461
1857	107913	124408
1858	107981	124361
1859	108052	124318
1860	108120	124272
1861	108185	124222
1862	108264	124187
1863	108336	124144
1864	108395	124088
1865	108464	124042
1866	108528	123991
1867	108585	123932
1868	108658	123889
1869	108715	123830
1870	108783	123783
1871	108840	123724
1872	108898	123666
1873	108965	123618
1874	109029	123566
1875	109091	123513
1876	109159	123466
1877	109217	123407
1878	109276	123350
1879	109340	123298
1880	109403	123245
1881	109464	123190
1882	109519	123129
1883	109583	123078
1884	109638	123015
1885	109696	122957
1886	109757	122902
1887	109820	122850
1888	109881	122795
1889	109944	122742
1890	110001	122682
1891	110058	122622
1892	110119	122568
1893	110180	122513
1894	110239	122455
1895	110299	122399
1896	110360	122344
1897	110417	122285
1898	110485	122237
1899	110551	122188
1900	110613	122134
1901	110671	122076
1902	110730	122019
1903	110794	121967
1904	110860	121917
1905	110922	121862
1906	110979	121803
1907	111037	121745
1908	111105	121697
1909	111167	121643
1910	111225	121585
1911	111282	121525
1912	111346	121474
1913	111400	121410
1914	111451	121345
1915	111507	121284
1916	111569	121231
1917	111631	121176
1918	111694	121123
1919	111751	121063
1920	111816	121012
1921	111873	120953
1922	111936	120900
1923	111998	120846
1924	112057	120789
1925	112113	120728
1926	112173	120672
1927	112227	120609
1928	112289	120555
1929	112346	120496
1930	112404	120437
1931	112463	120380
1932	112524	120324
1933	112581	120264
1934	112639	120206
1935	112694	120145
1936	112745	120079
1937	112806	120024
1938	112859	119960
1939	112919	119904
1940	112984	119853
1941	113043	119795
1942	113109	119745
1943	113163	119683
1944	113219	119622
1945	113281	119568
1946	113343	119514
1947	113413	119468
1948	113482	119421
1949	113538	119360
1950	113600	119307
1951	113656	119246
1952	113714	119187
1953	113770	119126
1954	113827	119067
1955	113881	119004
1956	113951	118958
1957	114013	118905
1958	114071	118846
1959	114128	118786
1960	114194	118737
1961	114249	118674
1962	114308	118617
1963	114362	118555
1964	114431	118508
1965	114495	118455
1966	114558	118402
1967	114631	118359
1968	114704	118316
1969	114758	118254
1970	114820	118199
1971	114880	118142
1972	114934	118079
1973	114998	118028
1974	115056	117969
1975	115111	117907
1976	115171	117851
1977	115233	117796
1978	115296	117743
1979	115363	117694
1980	115421	117635
1981	115475	117572
1982	115535	117516
1983	115607	117471
1984	115664	117412
1985	115724	117356
1986	115793	117308
1987	115856	117255
1988	115917	117199
1989	115985	117151
1990	116051	117100
1991	116113	117046
1992	116180	116996
1993	116246	116945
1994	116303	116886
1995	116374	116841
1996	116428	116778
1997	116485	116719
1998	116543	116659
1999	116608	116608
2000	116666	116549
2001	116729	116496
2002	116799	116449
2003	116860	116394
2004	116929	116346
2005	117000	116301
2006	117070	116253
2007	117130	116196
2008	117193	116143
2009	117254	116088
2010	117325	116041
2011	117384	115984
2012	117453	115936
2013	117506	115872
2014	117565	115814
2015	117625	115758
2016	117687	115703
2017	117750	115649
2018	117812	115595
2019	117876	115542
2020	117938	115487
2021	117995	115428
2022	118050	115365
2023	118120	115319
2024	118177	115259
2025	118230	115196
2026	118295	115144
2027	118353	115085
2028	118429	115044
2029	118493	114991
2030	118568	114949
2031	118628	114891
2032	118685	114832
2033	118749	114779
2034	118812	114726
2035	118873	114669
2036	118940	114619
2037	119000	114562
2038	119056	114502
2039	119115	114443
2040	119172	114384
2041	119240	114335
2042	119313	114290
2043	119374	114235
2044	119442	114185
2045	119498	114124
2046	119552	114062
2047	119608	114002
2048	119676	113952
2049	119731	113890
2050	119793	113836
2051	119858	113783
2052	119920	113728
2053	119975	113667
2054	120033	113607
2055	120083	113542
2056	120145	113486
2057	120205	113429
2058	120259	113367
2059	120316	113307
2060	120372	113246
2061	120442	113199
2062	120502	113142
2063	120569	113092
2064	120631	113036
2065	120685	112974
2066	120751	112923
2067	120810	112865
2068	120875	112812
2069	120935	112756
2070	120992	112696
2071	121049	112637
2072	121114	112584
2073	121173	112526
2074	121233	112469
2075	121291	112411
2076	121359	112360
2077	121432	112316
2078	121495	112262
2079	121562	112211
2080	121613	112146
2081	121665	112081
2082	121727	112026
2083	121794	111975
2084	121852	111916
2085	121915	111862
2086	121981	111811
2087	122038	111751
2088	122098	111694
2089	122158	111637
2090	122213	111576
2091	122269	111515
2092	122331	111459
2093	122394	111406
2094	122451	111345
2095	122517	111294
2096	122581	111241
2097	122643	111185
2098	122705	111130
2099	122758	111067
2100	122821	111012
2101	122882	110957
2102	122949	110905
2103	123014	110853
2104	123073	110794
2105	123128	110733
2106	123186	110675
2107	123236	110609
2108	123303	110557
2109	123368	110505
2110	123438	110457
2111	123499	110401
2112	123562	110346
2113	123618	110286
2114	123675	110226
2115	123729	110163
2116	123801	110117
2117	123861	110060
2118	123919	110001
2119	123974	109939
2120	124031	109880
2121	124094	109825
2122	124152	109766
2123	124212	109709
2124	124269	109649
2125	124333	109595
2126	124388	109534
2127	124448	109477
2128	124506	109418
2129	124568	109362
2130	124628	109305
2131	124688	109248
2132	124746	109189
2133	124807	109133
2134	124875	109083
2135	124937	109027
2136	124991	108965
2137	125047	108904
2138	125105	108845
2139	125183	108804
2140	125247	108750
2141	125298	108686
2142	125354	108624
2143	125410	108563
2144	125463	108501
2145	125524	108444
2146	125586	108389
2147	125665	108348
2148	125731	108296
2149	125800	108246
2150	125858	108187
2151	125917	108130
2152	125986	108080
2153	126054	108029
2154	126117	107975
2155	126180	107920
2156	126245	107867
2157	126308	107813
2158	126380	107765
2159	126443	107710
2160	126500	107651
2161	126558	107592
2162	126625	107541
2163	126687	107485
2164	126751	107431
2165	126827	107387
2166	126903	107343
2167	126969	107291
2168	127025	107230
2169	127084	107172
2170	127142	107113
2171	127208	107061
2172	127279	107013
2173	127355	106969
2174	127422	106917
2175	127476	106855
2176	127531	106793
2177	127597	106741
2178	127696	106716
2179	127785	106683
2180	127859	106637
2181	127925	106584
2182	127996	106536
2183	128065	106486
2184	128133	106435
2185	128203	106386
2186	128269	106334
2187	128340	106285
2188	128404	106231
2189	128458	106168
2190	128518	106110
2191	128580	106055
2192	128637	105995
2193	128693	105934
2194	128754	105877
2195	128832	105835
2196	128910	105792
2197	129003	105761
2198	129081	105719
2199	129157	105674
2200	129221	105620
2201	129290	105569
2202	129361	105521
2203	129423	105465
2204	129481	105405
2205	129540	105346
2206	129608	105295
2207	129657	105229
2208	129731	105182
2209	129792	105126
2210	129868	105081
2211	129940	105033
2212	130006	104980
2213	130063	104920
2214	130136	104873
2215	130196	104815
2216	130253	104755
2217	130317	104700
2218	130378	104643
2219	130439	104586
2220	130503	104532
2221	130561	104472
2222	130625	104417
2223	130688	104362
2224	130752	104308
2225	130808	104247
2226	130870	104191
2227	130925	104128
2228	130981	104068
2229	131038	104008
2230	131095	103947
2231	131150	103886
2232	131211	103829
2233	131266	103767
2234	131336	103717
2235	131401	103663
2236	131469	103612
2237	131522	103549
2238	131595	103501
2239	131663	103449
2240	131730	103397
2241	131784	103334
2242	131841	103274
2243	131897	103213
2244	131951	103151
2245	132011	103093
2246	132065	103030
2247	132127	102974
2248	132179	102910
2249	132236	102850
2250	132288	102786
2251	132345	102726
2252	132411	102673
2253	132471	102615
2254	132530	102557
2255	132592	102500
2256	132654	102444
2257	132714	102386
2258	132764	102320
2259	132828	102265
2260	132883	102204
2261	132935	102140
2262	132995	102083
2263	133059	102028
2264	133109	101962
2265	133166	101902
2266	133230	101847
2267	133284	101785
2268	133339	101723
2269	133392	101660
2270	133457	101605
2271	133509	101542
2272	133570	101485
2273	133627	101425
2274	133687	101367
2275	133741	101305
2276	133806	101251
2277	133862	101190
2278	133922	101132
2279	133981	101073
2280	134035	101011
2281	134096	100954
2282	134151	100893
2283	134207	100831
2284	134267	100773
2285	134318	100709
2286	134378	100651
2287	134431	100588
2288	134485	100526
2289	134543	100466
2290	134601	100407
2291	134662	100350
2292	134717	100289
2293	134794	100243
2294	134850	100183
2295	134905	100121
2296	134955	100056
2297	135019	100001
2298	135076	99941
2299	135141	99887
2300	135196	99825
2301	135260	99771
2302	135319	99712
2303	135380	99655
2304	135429	99588
2305	135505	99543
2306	135569	99488
2307	135628	99429
2308	135687	99371
2309	135740	99307
2310	135800	99250
2311	135853	99187
2312	135914	99129
2313	135963	99064
2314	136016	99001
2315	136074	98941
2316	136125	98877
2317	136187	98820
2318	136249	98764
2319	136309	98706
2320	136359	98641
2321	136419	98584
2322	136477	98525
2323	136527	98459
2324	136578	98395
2325	136632	98333
2326	136689	98273
2327	136740	98208
2328	136796	98148
2329	136849	98085
2330	136901	98021
2331	136956	97960
2332	137014	97901
2333	137074	97843
2334	137127	97780
2335	137186	97722
2336	137241	97660
2337	137300	97602
2338	137350	97537
2339	137410	97479
2340	137471	97422
2341	137530	97363
2342	137594	97308
2343	137650	97247
2344	137713	97192
2345	137776	97136
2346	137844	97084
2347	137906	97028
2348	137973	96974
2349	138038	96920
2350	138100	96864
2351	138173	96815
2352	138232	96756
2353	138301	96705
2354	138369	96653
2355	138432	96597
2356	138497	96542
2357	138558	96485
2358	138619	96428
2359	138683	96373
2360	138752	96321
2361	138825	96272
2362	138893	96220
2363	138963	96169
2364	139028	96114
2365	139085	96055
2366	139156	96004
2367	139218	95947
2368	139293	95899
2369	139365	95850
2370	139425	95792
2371	139485	95734
2372	139555	95683
2373	139625	95632
2374	139689	95576
2375	139758	95525
2376	139816	95465
2377	139880	95410
2378	139940	95352
2379	140011	95301
2380	140085	95253
2381	140153	95200
2382	140214	95143
2383	140288	95094
2384	140350	95038
2385	140419	94986
2386	140486	94932
2387	140560	94884
2388	140622	94827
2389	140686	94771
2390	140743	94711
2391	140803	94653
2392	140860	94593
2393	140922	94536
2394	141007	94495
2395	141070	94439
2396	141133	94383
2397	141195	94326
2398	141270	94278
2399	141336	94224
2400	141403	94170
2401	141479	94123
2402	141550	94072
2403	141618	94019
2404	141672	93957
2405	141738	93903
2406	141809	93852
2407	141864	93790
2408	141930	93736
2409	141995	93681
2410	142044	93616
2411	142112	93563
2412	142177	93508
2413	142246	93456
2414	142306	93397
2415	142365	93339
2416	142425	93280
2417	142495	93229
2418	142551	93168
2419	142608	93108
2420	142667	93049
2421	142735	92996
2422	142789	92933
2423	142855	92879
2424	142916	92821
2425	142988	92771
2426	143062	92722
2427	143117	92661
2428	143176	92602
2429	143238	92544
2430	143296	92485
2431	143361	92430
2432	143423	92373
2433	143480	92313
2434	143533	92250
2435	143594	92192
2436	143655	92135
2437	143728	92085
2438	143796	92031
2439	143854	91972
2440	143921	91918
2441	143983	91861
2442	144047	91805
2443	144112	91750
2444	144177	91695
2445	144236	91637
2446	144300	91581
2447	144367	91527
2448	144423	91466
2449	144487	91410
2450	144554	91356
2451	144617	91300
2452	144684	91246
2453	144749	91190
2454	144824	91141
2455	144873	91076
2456	144939	91022
2457	145000	90964
2458	145063	90908
2459	145121	90848
2460	145175	90786
2461	145226	90722
2462	145276	90657
2463	145349	90607
2464	145416	90553
2465	145474	90493
2466	145534	90435
2467	145595	90378
2468	145658	90321
2469	145712	90259
2470	145767	90197
2471	145829	90140
2472	145891	90083
2473	145952	90025
2474	146009	89965
2475	146065	89904
2476	146130	89849
2477	146188	89789
2478	146242	89727
2479	146306	89671
2480	146366	89613
2481	146431	89558
2482	146490	89499
2483	146544	89436
2484	146600	89375
2485	146662	89318
2486	146727	89263
2487	146788	89206
2488	146858	89153
2489	146914	89092
2490	146967	89030
2491	147021	88967
2492	147079	88908
2493	147145	88853
2494	147227	88808
2495	147304	88760
2496	147354	88696
2497	147419	88640
2498	147489	88587
2499	147551	88530
2500	147604	88468
2501	147659	88406
2502	147722	88350
2503	147789	88295
2504	147856	88241
2505	147918	88184
2506	147983	88128
2507	148043	88070
2508	148103	88011
2509	148164	87954
2510	148223	87895
2511	148286	87838
2512	148343	87778
2513	148405	87721
2514	148460	87659
2515	148511	87595
2516	148573	87538
2517	148627	87476
2518	148689	87419
2519	148750	87361
2520	148814	87305
2521	148873	87246
2522	148934	87188
2523	148994	87129
2524	149054	87071
2525	149117	87014
2526	149180	86958
2527	149247	86903
2528	149306	86844
2529	149375	86791
2530	149434	86732
2531	149498	86675
2532	149556	86616
2533	149614	86556
2534	149671	86496
2535	149721	86432
2536	149786	86376
2537	149813	86299
2538	149875	86242
2539	149902	86164
2540	149964	86106
2541	150030	86052
2542	150086	85991
2543	150140	85929
2544	150167	85852
2545	150194	85775
2546	150261	85720
2547	150325	85664
2548	150386	85606
2549	150441	85545
2550	150468	85468
2551	150519	85404
2552	150584	85348
2553	150640	85288
2554	150705	85232
2555	150735	85157
2556	150801	85102
2557	150859	85042
2558	150919	84984
2559	150969	84920
2560	151025	84859
2561	151052	84782
2562	151118	84727
2563	151172	84666
2564	151233	84608
2565	151307	84557
2566	151372	84502
2567	151442	84449
2568	151507	84393
2569	151572	84338
2570	151636	84281
2571	151700	84225
2572	151753	84163
2573	151812	84104
2574	151872	84046
2575	151922	83982
2576	151978	83921
2577	152027	83856
2578	152092	83801
2579	152151	83742
2580	152204	83679
2581	152253	83615
2582	152304	83552
2583	152355	83488
2584	152419	83432
2585	152481	83375
2586	152536	83314
2587	152589	83252
2588	152642	83189
2589	152697	83128
2590	152753	83067
2591	152831	83019
2592	152889	82960
2593	152941	82897
2594	152995	82835
2595	153050	82774
2596	153107	82714
2597	153161	82653
2598	153209	82588
2599	153256	82522
2600	153282	82446
2601	153336	82384
2602	153384	82319
2603	153443	82260
2604	153494	82197
2605	153560	82142
2606	153615	82081
2607	153666	82018
2608	153725	81959
2609	153780	81898
2610	153840	81840
2611	153889	81775
2612	153942	81713
2613	154015	81662
2614	154074	81603
2615	154134	81545
2616	154186	81482
2617	154253	81428
2618	154314	81370
2619	154342	81294
2620	154396	81233
2621	154457	81175
2622	154510	81113
2623	154571	81055
2624	154633	80998
2625	154683	80934
2626	154739	80874
2627	154793	80813
2628	154851	80753
2629	154905	80691
2630	154959	80630
2631	155021	80573
2632	155080	80514
2633	155106	80438
2634	155165	80379
2635	155222	80319
2636	155282	80261
2637	155336	80200
2638	155390	80138
2639	155438	80074
2640	155495	80014
2641	155548	79952
2642	155612	79896
2643	155663	79833
2644	155715	79771
2645	155770	79710
2646	155831	79652
2647	155894	79595
2648	155950	79535
2649	156004	79473
2650	156058	79412
2651	156104	79347
2652	156162	79287
2653	156213	79225
2654	156273	79166
2655	156330	79107
2656	156385	79046
2657	156434	78982
2658	156491	78922
2659	156543	78860
2660	156600	78800
2661	156651	78737
2662	156705	78676
2663	156757	78614
2664	156814	78554
2665	156862	78490
2666	156920	78431
2667	156981	78373
2668	157039	78313
2669	157090	78251
2670	157151	78193
2671	157209	78134
2672	157260	78071
2673	157313	78009
2674	157374	77952
2675	157443	77898
2676	157503	77840
2677	157561	77780
2678	157611	77717
2679	157674	77660
2680	157725	77597
2681	157790	77542
2682	157844	77480
2683	157904	77422
2684	157959	77361
2685	158017	77302
2686	158074	77242
2687	158138	77186
2688	158199	77129
2689	158260	77071
2690	158320	77012
2691	158375	76951
2692	158427	76890
2693	158477	76826
2694	158532	76766
2695	158588	76706
2696	158641	76644
2697	158689	76580
2698	158753	76524
2699	158808	76463
2700	158864	76403
2701	158925	76345
2702	158979	76284
2703	159041	76227
2704	159092	76164
2705	159158	76108
2706	159215	76049
2707	159266	75986
2708	159315	75923
2709	159368	75861
2710	159428	75803
2711	159487	75744
2712	159549	75687
2713	159605	75627
2714	159663	75567
2715	159727	75511
2716	159783	75451
2717	159839	75391
2718	159897	75332
2719	159951	75271
2720	160009	75212
2721	160065	75151
2722	160121	75092
2723	160180	75033
2724	160232	74971
2725	160291	74912
2726	160352	74854
2727	160414	74797
2728	160481	74742
2729	160534	74681
2730	160584	74617
2731	160639	74557
2732	160687	74493
2733	160749	74436
2734	160805	74376
2735	160869	74319
2736	160922	74258
2737	160983	74200
2738	161033	74137
2739	161088	74077
2740	161148	74018
2741	161207	73960
2742	161263	73900
2743	161326	73843
2744	161395	73789
2745	161455	73730
2746	161508	73669
2747	161562	73608
2748	161620	73549
2749	161682	73491
2750	161742	73433
2751	161795	73372
2752	161852	73312
2753	161910	73253
2754	161977	73198
2755	162038	73140
2756	162096	73081
2757	162157	73023
2758	162214	72964
2759	162270	72904
2760	162326	72844
2761	162375	72780
2762	162428	72719
2763	162490	72662
2764	162550	72603
2765	162606	72543
2766	162659	72482
2767	162720	72424
2768	162773	72363
2769	162830	72303
2770	162885	72243
2771	162942	72183
2772	162995	72122
2773	163054	72063
2774	163120	72008
2775	163173	71946
2776	163233	71888
2777	163296	71831
2778	163348	71769
2779	163395	71706
2780	163454	71647
2781	163516	71589
2782	163573	71530
2783	163628	71470
2784	163686	71410
2785	163747	71352
2786	163808	71295
2787	163869	71237
2788	163926	71177
2789	163985	71119
2790	164043	71059
2791	164102	71001
2792	164155	70940
2793	164204	70877
2794	164263	70818
2795	164320	70758
2796	164380	70700
2797	164440	70642
2798	164492	70580
2799	164547	70520
2800	164605	70461
2801	164667	70403
2802	164719	70342
2803	164783	70285
2804	164842	70226
2805	164901	70168
2806	164954	70107
2807	165009	70046
2808	165062	69985
2809	165113	69923
2810	165170	69864
2811	165229	69805
2812	165289	69746
2813	165346	69687
2814	165394	69624
2815	165446	69562
2816	165504	69503
2817	165562	69444
2818	165628	69388
2819	165689	69331
2820	165749	69272
2821	165829	69222
2822	165892	69165
2823	165952	69107
2824	166018	69052
2825	166076	68992
2826	166131	68932
2827	166194	68875
2828	166246	68813
2829	166301	68753
2830	166359	68694
2831	166425	68638
2832	166482	68579
2833	166531	68516
2834	166587	68456
2835	166637	68394
2836	166705	68339
2837	166777	68286
2838	166851	68233
2839	166910	68174
2840	166967	68115
2841	167020	68054
2842	167087	67998
2843	167144	67939
2844	167211	67883
2845	167274	67826
2846	167332	67767
2847	167392	67709
2848	167455	67652
2849	167511	67592
2850	167569	67533
2851	167653	67484
2852	167732	67434
2853	167810	67382
2854	167888	67331
2855	167961	67278
2856	168036	67226
2857	168098	67168
2858	168165	67113
2859	168236	67059
2860	168300	67002
2861	168363	66945
2862	168432	66890
2863	168496	66833
2864	168563	66778
2865	168634	66724
2866	168722	66676
2867	168796	66624
2868	168867	66570
2869	168932	66513
2870	169002	66458
2871	169070	66403
2872	169130	66345
2873	169193	66288
2874	169253	66229
2875	169308	66169
2876	169376	66114
2877	169455	66062
2878	169528	66009
2879	169592	65952
2880	169660	65897
2881	169729	65842
2882	169819	65795
2883	169882	65737
2884	169952	65683
2885	170017	65626
2886	170087	65572
2887	170146	65513
2888	170205	65454
2889	170263	65395
2890	170315	65333
2891	170376	65275
2892	170438	65217
2893	170503	65161
2894	170564	65103
2895	170626	65045
2896	170692	64989
2897	170752	64930
2898	170806	64870
2899	170870	64812
2900	170934	64755
2901	170995	64697
2902	171058	64640
2903	171125	64584
2904	171178	64523
2905	171237	64464
2906	171299	64406
2907	171362	64349
2908	171426	64292
2909	171485	64233
2910	171545	64174
2911	171609	64117
2912	171663	64056
2913	171731	64001
2914	171784	63940
2915	171841	63880
2916	171913	63826
2917	171985	63772
2918	172053	63717
2919	172122	63661
2920	172184	63604
2921	172242	63544
2922	172302	63486
2923	172368	63429
2924	172429	63371
2925	172481	63309
2926	172536	63249
2927	172597	63191
2928	172659	63133
2929	172717	63074
2930	172787	63019
2931	172856	62963
2932	172910	62903
2933	172962	62841
2934	173029	62785
2935	173107	62733
2936	173173	62677
2937	173237	62620
2938	173269	62551
2939	173346	62498
2940	173401	62438
2941	173476	62385
2942	173534	62326
2943	173602	62270
2944	173660	62211
2945	173725	62154
2946	173782	62094
2947	173845	62037
2948	173914	61981
2949	173941	61911
2950	174006	61854
2951	174076	61799
2952	174134	61740
2953	174166	61671
2954	174193	61601
2955	174255	61543
2956	174309	61482
2957	174374	61426
2958	174439	61369
2959	174497	61309
2960	174550	61248
2961	174600	61186
2962	174664	61129
2963	174690	61059
2964	174739	60996
2965	174794	60936
2966	174859	60879
2967	174922	60821
2968	174983	60763
2969	175043	60705
2970	175098	60644
2971	175148	60583
2972	175205	60523
2973	175265	60464
2974	175325	60406
2975	175387	60348
2976	175448	60290
2977	175476	60220
2978	175538	60162
2979	175591	60101
2980	175653	60043
2981	175721	59988
2982	175784	59930
2983	175838	59870
2984	175890	59808
2985	175944	59748
2986	176011	59691
2987	176061	59629
2988	176121	59571
2989	176178	59511
2990	176239	59453
2991	176307	59397
2992	176370	59340
2993	176423	59279
2994	176483	59220
2995	176535	59159
2996	176586	59097
2997	176652	59041
2998	176709	58981
2999	176737	58912
3000	176794	58853
3001	176858	58795
3002	176885	58726
3003	176935	58664
3004	176999	58607
3005	177057	58547
3006	177113	58488
3007	177170	58428
3008	177225	58368
3009	177283	58309
3010	177343	58250
3011	177398	58190
3012	177463	58133
3013	177526	58076
3014	177576	58014
3015	177641	57957
3016	177670	57888
3017	177736	57832
3018	177803	57775
3019	177857	57715
3020	177915	57656
3021	177942	57587
3022	177996	57526
3023	178057	57468
3024	178084	57399
3025	178137	57338
3026	178193	57278
3027	178254	57220
3028	178310	57160
3029	178376	57103
3030	178437	57045
3031	178490	56985
3032	178546	56925
3033	178598	56864
3034	178656	56805
3035	178707	56743
3036	178775	56687
3037	178829	56627
3038	178881	56566
3039	178947	56509
3040	179003	56449
3041	179067	56392
3042	179120	56331
3043	179186	56275
3044	179251	56218
3045	179301	56156
3046	179366	56099
3047	179433	56043
3048	179501	55987
3049	179572	55932
3050	179624	55871
3051	179685	55813
3052	179746	55754
3053	179804	55695
3054	179855	55634
3055	179910	55574
3056	179972	55516
3057	180023	55455
3058	180090	55398
3059	180144	55338
3060	180194	55276
3061	180252	55217
3062	180308	55158
3063	180368	55099
3064	180422	55039
3065	180487	54982
3066	180543	54922
3067	180597	54862
3068	180655	54802
3069	180717	54745
3070	180773	54685
3071	180830	54625
3072	180888	54566
3073	180941	54506
3074	181004	54448
3075	181056	54387
3076	181113	54328
3077	181169	54268
3078	181225	54208
3079	181284	54150
3080	181343	54091
3081	181403	54032
3082	181452	53970
3083	181505	53910
3084	181565	53851
3085	181622	53792
3086	181685	53734
3087	181744	53675
3088	181798	53615
3089	181853	53555
3090	181910	53496
3091	181969	53437
3092	182034	53380
3093	182095	53322
3094	182154	53263
3095	182213	53204
3096	182276	53146
3097	182340	53089
3098	182394	53029
3099	182447	52968
3100	182502	52908
3101	182551	52847
3102	182608	52787
3103	182659	52726
3104	182710	52665
3105	182764	52605
3106	182821	52545
3107	182877	52485
3108	182936	52427
3109	182991	52367
3110	183041	52305
3111	183103	52248
3112	183165	52190
3113	183227	52132
3114	183291	52074
3115	183349	52015
3116	183406	51956
3117	183462	51896
3118	183524	51838
3119	183588	51781
3120	183640	51720
3121	183698	51661
3122	183757	51602
3123	183809	51542
3124	183866	51482
3125	183921	51422
3126	183975	51362
3127	184029	51302
3128	184086	51242
3129	184138	51182
3130	184197	51123
3131	184256	51064
3132	184308	51004
3133	184363	50944
3134	184415	50883
3135	184474	50824
3136	184528	50764
3137	184591	50706
3138	184654	50649
3139	184713	50590
3140	184779	50533
3141	184830	50472
3142	184882	50411
3143	184940	50352
3144	184996	50293
3145	185053	50233
3146	185107	50173
3147	185161	50113
3148	185220	50054
3149	185285	49997
3150	185349	49940
3151	185403	49880
3152	185462	49821
3153	185523	49763
3154	185574	49702
3155	185629	49642
3156	185686	49583
3157	185745	49524
3158	185807	49466
3159	185861	49406
3160	185915	49346
3161	185972	49286
3162	186023	49225
3163	186074	49165
3164	186137	49107
3165	186191	49047
3166	186250	48988
3167	186315	48931
3168	186369	48871
3169	186431	48813
3170	186491	48754
3171	186550	48695
3172	186599	48634
3173	186649	48573
3174	186713	48516
3175	186776	48458
3176	186830	48398
3177	186883	48338
3178	186943	48279
3179	186997	48219
3180	187054	48160
3181	187102	48098
3182	187150	48037
3183	187202	47976
3184	187262	47917
3185	187316	47858
3186	187372	47798
3187	187429	47739
3188	187483	47679
3189	187541	47620
3190	187589	47558
3191	187646	47499
3192	187707	47441
3193	187757	47380
3194	187807	47319
3195	187861	47259
3196	187911	47198
3197	187971	47139
3198	188021	47078
3199	188068	47017
3200	188126	46958
3201	188179	46898
3202	188236	46838
3203	188306	46782
3204	188366	46724
3205	188426	46665
3206	188488	46607
3207	188540	46547
3208	188599	46488
3209	188667	46432
3210	188720	46371
3211	188775	46312
3212	188841	46255
