iter	RMSE
410	0.3296652671
411	0.3296440631
412	0.329621955
413	0.3296028317
414	0.329588348
415	0.3295720539
416	0.3295516146
417	0.329513163
418	0.329478581
419	0.3294393927
420	0.3294155653
421	0.3294001803
422	0.3293726266
423	0.3293424127
424	0.3293095718
425	0.3292568456
426	0.329231148
427	0.3291925451
428	0.3291025515
429	0.3290758936
430	0.3290343388
431	0.3289739128
432	0.3289483187
433	0.3289192997
434	0.3288978822
435	0.3288697495
436	0.3288044015
437	0.3287628267
438	0.3286955521
439	0.3286437509
440	0.3285755246
441	0.3285427351
442	0.3285070008
443	0.3284749532
444	0.3284441949
445	0.3284256102
446	0.328380772
447	0.3283645903
448	0.3283114601
449	0.3282581693
450	0.3282451605
451	0.3282256826
452	0.3281962578
453	0.3281590669
454	0.3281213818
455	0.328084582
456	0.3280608764
457	0.3279888733
458	0.3279636096
459	0.3279434026
460	0.327901757
461	0.3278422459
462	0.3278280368
463	0.32780327
464	0.3277789016
465	0.3277335809
466	0.3276970461
467	0.3276414747
468	0.3276166902
469	0.3276018386
470	0.327567068
471	0.3275336131
472	0.3275091872
473	0.3274881342
474	0.3274509201
475	0.3274319628
476	0.3273763115
477	0.3273446489
478	0.3273284809
479	0.3273092058
480	0.3272758328
481	0.3272395878
482	0.3272273019
483	0.3272146818
484	0.3271771135
485	0.3271367238
486	0.3271241543
487	0.3270988099
488	0.3270611597
489	0.3270054246
490	0.326960187
491	0.3269486506
492	0.3268987702
493	0.3268550561
494	0.3268183104
495	0.3267980879
496	0.3267626372
497	0.3267448214
498	0.3267145594
499	0.3266805743
500	0.3266618225
501	0.3266392592
502	0.3266259787
503	0.3266027045
504	0.3265776969
505	0.3265500917
506	0.3265133611
507	0.3264956814
508	0.326479854
509	0.3264500315
510	0.3264289032
511	0.3264036266
512	0.3263533675
513	0.3263162615
514	0.3262915567
515	0.3262719818
516	0.3262489119
517	0.3262287931
518	0.3262070721
519	0.3261969385
520	0.3261352
521	0.3261217356
522	0.3260926574
523	0.3260628849
524	0.3260531463
525	0.3260187699
526	0.3259892257
527	0.3259624017
528	0.3259191334
529	0.3258940017
530	0.3258832492
531	0.3258624577
532	0.3258434035
533	0.3258086032
534	0.3257803688
535	0.3257581588
536	0.3257100636
537	0.3256749037
538	0.325644569
539	0.325629073
540	0.3255974098
541	0.3255784578
542	0.3255513036
543	0.3254981687
544	0.32546896
545	0.3254494135
546	0.3254293238
547	0.3254154798
548	0.3253937218
549	0.3253619495
550	0.3253297258
551	0.3253004377
552	0.3252744395
553	0.3252462843
554	0.325235367
555	0.3252207901
556	0.3251959531
557	0.3251686623
558	0.32513285
559	0.3251161465
560	0.3251068926
561	0.3250493018
562	0.325034164
563	0.3250073257
564	0.3249851223
565	0.3249668953
566	0.3249296653
567	0.3249056072
568	0.3248851246
569	0.3248655308
570	0.3248526061
571	0.3247978275
572	0.3247843719
573	0.324736887
574	0.3246939194
575	0.3246610264
576	0.3246267661
577	0.3245647932
578	0.3245420373
579	0.3245267043
580	0.324498737
581	0.3244650424
582	0.3244331491
583	0.3244196774
584	0.3244052799
585	0.3243587334
586	0.3243456392
587	0.3243130261
588	0.3243002278
589	0.3242845793
590	0.3242646949
591	0.3242516592
592	0.3242275831
593	0.3242118781
594	0.3241821055
595	0.3241479115
596	0.3241309875
597	0.3241176804
598	0.3240965806
599	0.3240879667
600	0.3240629942
601	0.3240513648
602	0.3240253624
603	0.3240098839
604	0.3239955537
605	0.3239689116
606	0.3239365873
607	0.3239280068
608	0.3239088425
609	0.3238988144
610	0.323883896
611	0.3238605259
612	0.323813294
613	0.3237975557
614	0.3237767729
615	0.3237613405
616	0.323742689
617	0.3237167292
618	0.3236948378
619	0.323674378
620	0.3236586633
621	0.3236298072
622	0.3235957729
623	0.3235659168
624	0.3235437373
625	0.3235198791
626	0.3235072557
627	0.3234789486
628	0.3234373556
629	0.3233973018
630	0.3233700369
631	0.3233274814
632	0.3233067134
633	0.3232922603
634	0.3232734846
635	0.3232573436
636	0.3232329442
637	0.3232227917
638	0.323206042
639	0.3231941101
640	0.3231764793
641	0.3231289646
642	0.3230949215
643	0.3230682948
644	0.3230601679
645	0.3230479201
646	0.3230178625
647	0.3230008277
648	0.322986809
649	0.3229670461
650	0.3229296127
651	0.3229122272
652	0.3228862084
653	0.3228622291
654	0.3228344536
655	0.3228146419
656	0.3227906879
657	0.3227803798
658	0.3227574326
659	0.3227249452
660	0.3227150252
661	0.3226647428
662	0.3226414674
663	0.322612506
664	0.3225901481
665	0.3225604695
666	0.3225217602
667	0.3225005249
668	0.3224866803
669	0.3224696273
670	0.322459473
671	0.3224192908
672	0.3223819887
673	0.3223561424
674	0.3223295055
675	0.3223090593
676	0.3222951726
677	0.322263492
678	0.3222454519
679	0.3222228384
680	0.322208195
681	0.3221844587
682	0.3221637207
683	0.3221266029
684	0.3221196012
685	0.3221026915
686	0.3220917816
687	0.3220834409
688	0.3220695074
689	0.3220627381
690	0.3220431936
691	0.322019561
692	0.322007778
693	0.321998039
694	0.3219855734
695	0.321963189
696	0.3219387189
697	0.3219087959
698	0.3218846146
699	0.3218783111
700	0.3218610921
701	0.3218534198
702	0.3218251694
703	0.321817762
704	0.3217977584
705	0.3217804189
706	0.3217609318
707	0.3217466058
708	0.3217348588
709	0.3217047669
710	0.321689032
711	0.3216758337
712	0.3216632626
713	0.3216545361
714	0.321633574
715	0.3216163534
716	0.3216064443
717	0.3215949683
718	0.3215618502
719	0.3215403841
720	0.3215317888
721	0.3215106249
722	0.321492445
723	0.3214661816
724	0.3214541615
725	0.321442328
726	0.3214337489
727	0.3213962656
728	0.3213720885
729	0.3213478664
730	0.3213097067
731	0.3212957131
732	0.3212836096
733	0.3212671021
734	0.3212528916
735	0.3212374865
736	0.3211914084
737	0.321176584
738	0.3211570316
739	0.321134333
740	0.3211072703
741	0.3210801319
742	0.32106486
743	0.321052848
744	0.3210374708
745	0.3210295617
746	0.3210196103
747	0.3209976408
748	0.3209649582
749	0.3209566986
750	0.3209418645
751	0.3209181177
752	0.3208901681
753	0.32085757
754	0.3208124215
755	0.320799494
756	0.3207763172
757	0.3207620085
758	0.3207420554
759	0.3207325948
760	0.3207079301
761	0.3206951431
762	0.3206791114
763	0.3206533899
764	0.3206364551
765	0.3206175019
766	0.3206044217
767	0.3205709415
768	0.3205527076
769	0.3205360334
770	0.3205117259
771	0.3204883299
772	0.3204657536
773	0.3204501904
774	0.320409223
775	0.320373742
776	0.3203542757
777	0.3203437636
778	0.3203317031
779	0.3203140545
780	0.3202918794
781	0.3202746741
782	0.3202602235
783	0.32024568
784	0.3202317587
785	0.3202170157
786	0.320208907
787	0.3201904318
788	0.3201635325
789	0.3201483193
790	0.3201366623
791	0.3201204463
792	0.320100411
793	0.32008632
794	0.3200719891
795	0.3200510144
796	0.3200301711
797	0.3200151248
798	0.3200060507
799	0.3199821216
800	0.3199680218
801	0.3199561501
802	0.3199052102
803	0.3198832722
804	0.3198728021
805	0.3198366547
806	0.3198100721
807	0.3197887372
808	0.3197466258
809	0.3197231329
810	0.3197069556
811	0.319688313
812	0.3196681219
813	0.3196384425
814	0.319618317
815	0.3195784321
816	0.3195653668
817	0.3195301602
818	0.3195069983
819	0.3194794279
820	0.3194632721
821	0.3194336602
822	0.3194141724
823	0.3193940219
824	0.3193817591
825	0.3193673869
826	0.3193385333
827	0.3193215999
828	0.3193078383
829	0.3192877012
830	0.319264806
831	0.3192515109
832	0.319222816
833	0.3192169901
834	0.3191989277
835	0.3191653068
836	0.3191456228
837	0.3191216109
838	0.3191043336
839	0.3190849012
840	0.319054887
841	0.3190355907
842	0.319008236
843	0.3190005776
844	0.318984358
845	0.3189525905
846	0.3189391796
847	0.3189228198
848	0.3189125919
849	0.3188898658
850	0.3188752297
851	0.3188626566
852	0.3188315803
853	0.3188190572
854	0.3187990972
855	0.3187889257
856	0.3187493947
857	0.3187334475
858	0.3187239051
859	0.3187145227
860	0.3187017114
861	0.3186778904
862	0.318666254
863	0.3186514716
864	0.3186398105
865	0.3186167287
866	0.3185702963
867	0.3185377254
868	0.318510942
869	0.3184914008
870	0.3184639689
871	0.3184313813
872	0.3184197704
873	0.3184111757
874	0.3184049779
875	0.3183737762
876	0.3183486573
877	0.3183242121
878	0.3183108035
879	0.3182887978
880	0.3182404658
881	0.3182208354
882	0.31820378
883	0.3181867303
884	0.3181582332
885	0.318137276
886	0.3181267019
887	0.3181053869
888	0.3180859847
889	0.3180737181
890	0.3180603249
891	0.3180530818
892	0.3180411838
893	0.3180136689
894	0.3179991069
895	0.3179908109
896	0.3179716571
897	0.317960684
898	0.3179476597
899	0.317939283
900	0.3179236163
901	0.317907331
902	0.3179028289
903	0.3178732368
904	0.3178575631
905	0.3178406753
906	0.3178281285
907	0.3178072742
908	0.317798414
909	0.3177766618
910	0.3177611523
911	0.3177431997
912	0.3177320912
913	0.3177165087
914	0.3176987413
915	0.3176888121
916	0.3176721119
917	0.3176509635
918	0.3176370448
919	0.3176255166
920	0.3176036682
921	0.3175876422
922	0.3175738245
923	0.3175656484
924	0.317555768
925	0.3175453051
926	0.3175344404
927	0.3175156188
928	0.3174992067
929	0.3174670685
930	0.3174568115
931	0.3174432175
932	0.3174354505
933	0.3174274739
934	0.3174117593
935	0.3174050511
936	0.3173891993
937	0.3173718896
938	0.3173554584
939	0.3173230472
940	0.3173105859
941	0.3172665389
942	0.3172486443
943	0.3172323809
944	0.3172199917
945	0.3172137034
946	0.3171758069
947	0.3171532659
948	0.3171363094
949	0.3171265291
950	0.3171206451
951	0.3171010892
952	0.3170751106
953	0.3170651078
954	0.3170482056
955	0.3170377169
956	0.3170180077
957	0.3169988577
958	0.3169880392
959	0.3169632723
960	0.3169542017
961	0.3169437833
962	0.3169257415
963	0.3169140069
964	0.316905946
965	0.3168814946
966	0.3168570781
967	0.316831146
968	0.3168040394
969	0.3167977996
970	0.3167706588
971	0.3167602517
972	0.3167511491
973	0.3167434051
974	0.3167279658
975	0.3167145451
976	0.3166955274
977	0.3166812091
978	0.316667488
979	0.3166593789
980	0.3166404171
981	0.3166281006
982	0.3166176054
983	0.316590403
984	0.3165735657
985	0.3165632817
986	0.3165454849
987	0.3165284021
988	0.3165114421
989	0.3164914065
990	0.3164750673
991	0.3164686216
992	0.316435122
993	0.3163987193
994	0.3163878987
995	0.3163820078
996	0.3163586133
997	0.3163393793
998	0.3163285035
999	0.3163184888
1000	0.3163084549
1001	0.3162867373
1002	0.3162649899
1003	0.3162451945
1004	0.3162330746
1005	0.3162213755
1006	0.3162077444
1007	0.316178204
1008	0.3161739473
1009	0.3161646493
1010	0.3161346864
1011	0.316128342
1012	0.3161201336
1013	0.3161050082
1014	0.3160869075
1015	0.3160717466
1016	0.316051569
1017	0.3160468629
1018	0.3160309567
1019	0.3160167875
1020	0.3159987194
1021	0.3159887204
1022	0.3159841422
1023	0.3159750668
1024	0.3159671379
1025	0.3159580872
1026	0.3159407656
1027	0.315923334
1028	0.3158992244
1029	0.3158955626
1030	0.3158877472
1031	0.3158616855
1032	0.3158344908
1033	0.3158100139
1034	0.3157860342
1035	0.3157636428
1036	0.3157533663
1037	0.3157446551
1038	0.3157255962
1039	0.3157092516
1040	0.3157037519
1041	0.3156925105
1042	0.3156803779
1043	0.3156623087
1044	0.3156545395
1045	0.3156353519
1046	0.3156203318
1047	0.3156034689
1048	0.3155816088
1049	0.3155633863
1050	0.3155287739
1051	0.315497174
1052	0.3154933793
1053	0.3154849982
1054	0.3154682653
1055	0.315453225
1056	0.315434404
1057	0.3154242568
1058	0.3154174484
1059	0.3153882815
1060	0.3153778977
1061	0.3153660975
1062	0.3153354216
1063	0.3153099595
1064	0.3152861302
1065	0.3152803261
1066	0.3152532109
1067	0.3152341385
1068	0.3152160951
1069	0.3152105067
1070	0.3151969855
1071	0.315190953
1072	0.3151643317
1073	0.3151561882
1074	0.3151426867
1075	0.315134565
1076	0.3151157013
1077	0.3150923371
1078	0.3150787258
1079	0.3150613699
1080	0.3150371895
1081	0.3150161614
1082	0.3150063284
1083	0.3149862289
1084	0.3149802217
1085	0.3149701441
1086	0.3149593269
1087	0.3149414323
1088	0.3149135928
1089	0.3149021567
1090	0.3148836136
1091	0.3148665596
1092	0.3148468147
1093	0.3148325416
1094	0.3148195314
1095	0.3148076357
1096	0.3147904042
1097	0.3147755807
1098	0.3147675734
1099	0.314756476
1100	0.3147414648
1101	0.3147160462
1102	0.3147073142
1103	0.3146962167
1104	0.3146730317
1105	0.3146662634
1106	0.3146481854
1107	0.3146350759
1108	0.3146185426
1109	0.3146112687
1110	0.31460245
1111	0.3145990075
1112	0.3145895241
1113	0.314564268
1114	0.3145370839
1115	0.3145281734
1116	0.3145174947
1117	0.314503527
1118	0.3144849239
1119	0.3144707475
1120	0.3144630601
1121	0.3144538489
1122	0.3144455626
1123	0.3144256904
1124	0.3144108995
1125	0.3143992827
1126	0.3143786771
1127	0.3143704872
1128	0.3143627296
1129	0.3143577458
1130	0.3143359983
1131	0.3143237681
1132	0.3143074877
1133	0.3142882333
1134	0.314274287
1135	0.3142615345
1136	0.3142529095
1137	0.3142439418
1138	0.3142326773
1139	0.3142250879
1140	0.3142122876
1141	0.3141904927
1142	0.314173725
1143	0.3141575111
1144	0.3141435202
1145	0.3141264053
1146	0.3141172704
1147	0.3141042377
1148	0.3140815073
1149	0.3140699731
1150	0.3140521385
1151	0.3140350377
1152	0.314032426
1153	0.3140047792
1154	0.3139948824
1155	0.3139769825
1156	0.3139618117
1157	0.3139388816
1158	0.3139305331
1159	0.3139192992
1160	0.3139111602
1161	0.3138876131
1162	0.3138668175
1163	0.313855895
1164	0.3138483338
1165	0.3138340565
1166	0.3138140688
1167	0.3137988046
1168	0.3137796915
1169	0.3137666301
1170	0.313748694
1171	0.313736435
1172	0.3137147881
1173	0.3137029122
1174	0.3136726999
1175	0.3136653374
1176	0.313654306
1177	0.3136411186
1178	0.3136143591
1179	0.3135992014
1180	0.3135747994
1181	0.3135567662
1182	0.3135418261
1183	0.3135260133
1184	0.313501013
1185	0.3134935879
1186	0.3134636965
1187	0.3134433901
1188	0.3134324233
1189	0.3134153402
1190	0.313402823
1191	0.3133913909
1192	0.3133757487
1193	0.3133662893
1194	0.3133453909
1195	0.3133338533
1196	0.3133260451
1197	0.3133215331
1198	0.313300195
1199	0.3132848357
1200	0.3132684778
1201	0.3132610516
1202	0.3132547161
1203	0.3132384526
1204	0.3132252893
1205	0.3132195554
1206	0.3132114312
1207	0.313196872
1208	0.3131712008
1209	0.3131529824
1210	0.3131395844
1211	0.313123596
1212	0.3131122138
1213	0.3131061069
1214	0.3130901546
1215	0.3130765907
1216	0.3130590975
1217	0.3130361369
1218	0.3130178494
1219	0.3130128286
1220	0.313001589
1221	0.3129906552
1222	0.3129795683
1223	0.3129658207
1224	0.3129500502
1225	0.312933753
1226	0.3129262108
1227	0.3129158408
1228	0.3129066474
1229	0.3129004882
1230	0.3128894209
1231	0.3128783811
1232	0.3128644578
1233	0.3128484632
1234	0.3128332391
1235	0.3128036747
1236	0.3127920244
1237	0.312785886
1238	0.3127772001
1239	0.3127704899
1240	0.3127610502
1241	0.3127405488
1242	0.3127281101
1243	0.3127126704
1244	0.3126960548
1245	0.312679436
1246	0.3126654035
1247	0.3126514542
1248	0.3126432048
1249	0.3126352767
1250	0.3126232474
1251	0.3126144166
1252	0.3125999813
1253	0.312593177
1254	0.3125805228
1255	0.3125636699
1256	0.3125465871
1257	0.3125405009
1258	0.3125176885
1259	0.3125089199
1260	0.3125029065
1261	0.3124861749
1262	0.3124708567
1263	0.3124557615
1264	0.3124348181
1265	0.3124281522
1266	0.3124111777
1267	0.3124015735
1268	0.3123973778
1269	0.3123794707
1270	0.3123562109
1271	0.3123503424
1272	0.3123363479
1273	0.3123132615
1274	0.3123049029
1275	0.3122892171
1276	0.3122779691
1277	0.3122654272
1278	0.3122469897
1279	0.3122290002
1280	0.312226398
1281	0.3122131364
1282	0.3122023486
1283	0.3121898587
1284	0.3121831629
1285	0.3121695513
1286	0.3121578139
1287	0.3121398663
1288	0.3121244535
1289	0.3121097114
1290	0.3121027858
1291	0.312087116
1292	0.3120788491
1293	0.312062179
1294	0.3120534146
1295	0.3120465151
1296	0.3120320066
1297	0.312027239
1298	0.3120232887
1299	0.3120116065
1300	0.3120036882
1301	0.3119919191
1302	0.3119824078
1303	0.3119698604
1304	0.3119404527
1305	0.3119337763
1306	0.3119309016
1307	0.3119161528
1308	0.3119074199
1309	0.3118956305
1310	0.3118812017
1311	0.3118707377
1312	0.3118647309
1313	0.3118559394
1314	0.3118506669
1315	0.3118390598
1316	0.3118283927
1317	0.3118066484
1318	0.3117899221
1319	0.3117759404
1320	0.3117648546
1321	0.3117476076
1322	0.3117353275
1323	0.3117280793
1324	0.3117237278
1325	0.31170096
1326	0.3116906497
1327	0.3116823858
1328	0.3116746758
1329	0.3116641395
1330	0.3116434642
1331	0.3116354307
1332	0.3116286693
1333	0.3116163418
1334	0.3115964272
1335	0.3115911958
1336	0.3115841318
1337	0.3115777044
1338	0.3115721099
1339	0.3115597079
1340	0.3115538366
1341	0.3115477586
1342	0.3115361373
1343	0.3115203624
1344	0.3115125161
1345	0.3115067934
1346	0.3114988298
1347	0.3114848186
1348	0.3114752635
1349	0.3114653367
1350	0.3114568082
1351	0.3114471977
1352	0.3114349946
1353	0.3114209028
1354	0.3114150853
1355	0.3114011044
1356	0.3113828607
1357	0.3113772718
1358	0.3113664483
1359	0.3113585835
1360	0.3113518635
1361	0.3113377228
1362	0.3113307766
1363	0.3113124877
1364	0.3112991849
1365	0.3112834883
1366	0.3112653982
1367	0.3112481661
1368	0.31122664
1369	0.3112183329
1370	0.3112094647
1371	0.3112000843
1372	0.3111951335
1373	0.3111803676
1374	0.3111698873
1375	0.3111579753
1376	0.3111391292
1377	0.3111222907
1378	0.3111098292
1379	0.3110956003
1380	0.3110824751
1381	0.3110756622
1382	0.3110670821
1383	0.3110535256
1384	0.3110472675
1385	0.3110326199
1386	0.3110267774
1387	0.3110158081
1388	0.3110091112
1389	0.3109987744
1390	0.3109886165
1391	0.3109709834
1392	0.3109660116
1393	0.3109620679
1394	0.3109455525
1395	0.3109369671
1396	0.3109209796
1397	0.3109107071
1398	0.3108980483
1399	0.3108880074
1400	0.3108738191
1401	0.3108667432
1402	0.310857376
1403	0.3108436999
1404	0.3108352738
1405	0.3108200474
1406	0.3108045813
1407	0.3107930863
1408	0.3107837696
1409	0.3107754715
1410	0.3107656281
1411	0.3107554022
1412	0.3107484401
1413	0.3107423894
1414	0.3107370433
1415	0.3107191225
1416	0.3107101203
1417	0.3107023771
1418	0.3106934564
1419	0.3106786905
1420	0.3106723094
1421	0.3106583452
1422	0.3106535248
1423	0.3106417482
1424	0.3106249913
1425	0.3106151888
1426	0.31060425
1427	0.3105891674
1428	0.3105850668
1429	0.3105685745
1430	0.310554953
1431	0.3105429368
1432	0.3105399536
1433	0.3105158574
1434	0.3105014352
1435	0.3104933073
1436	0.3104855695
1437	0.3104748542
1438	0.3104644544
1439	0.3104474138
1440	0.31042435
1441	0.3104079742
1442	0.3103948224
1443	0.3103830728
1444	0.3103710815
1445	0.3103577238
1446	0.3103483757
1447	0.3103371667
1448	0.3103288256
1449	0.3103051206
1450	0.3102874937
1451	0.3102771461
1452	0.3102709002
1453	0.3102599938
1454	0.3102494211
1455	0.3102433492
1456	0.3102280941
1457	0.3102246584
1458	0.3102078548
1459	0.3102035035
1460	0.3101941094
1461	0.3101792496
1462	0.3101692486
1463	0.3101495073
1464	0.3101422125
1465	0.3101365975
1466	0.3101311873
1467	0.3101169135
1468	0.3101096785
1469	0.310093798
1470	0.3100832857
1471	0.3100744809
1472	0.3100591979
1473	0.3100557667
1474	0.3100490867
1475	0.3100360397
1476	0.3100295941
1477	0.3100176252
1478	0.3100118007
1479	0.3100012386
1480	0.3099945045
1481	0.3099830417
1482	0.3099791595
1483	0.3099701234
1484	0.3099600937
1485	0.3099465479
1486	0.3099403199
1487	0.3099237905
1488	0.3099079361
1489	0.309900054
1490	0.3098957142
1491	0.309886207
1492	0.3098773152
1493	0.3098609721
1494	0.3098363622
1495	0.3098280543
1496	0.3098062901
1497	0.3097832789
1498	0.3097783804
1499	0.3097630061
1500	0.3097480344
1501	0.3097380983
1502	0.3097247163
1503	0.309715426
1504	0.3097062514
1505	0.3096982888
1506	0.309691359
1507	0.3096824981
1508	0.3096707218
1509	0.3096658919
1510	0.3096608292
1511	0.3096555389
1512	0.3096437944
